SOC,0,1,2,3,4,5
11-9111.00,-1.4739017211842351,-0.06381523775530838,-0.35101902356283843,1.0881372890728218,1.9381091586098202,0.572366401446923
11-9121.00,-0.8321495632717525,0.9911073958779375,-0.5873919135605425,-0.5858351185315674,1.9381091586098202,-0.7976950994176659
11-9121.01,-1.6379586638084787,0.9911073958779375,0.3441953587833506,-0.4199459610212225,1.5684896944867521,0.11339579865728575
11-9121.02,-0.9913813017011655,1.6979055604122122,-0.121598277388596,-0.5858351185315674,0.46514801053729476,-0.11266434898537148
11-9131.00,-0.8321495632717525,-0.9394010236709025,-0.816812659734785,0.751332029885152,1.9381091586098202,1.0313370042365602
11-9141.00,-0.8321495632717525,-1.2928001059380398,-0.5873919135605425,0.4195537148644622,1.9381091586098202,1.0313370042365602
11-9151.00,-1.7971904022378917,-1.1187378713885543,0.3441953587833506,1.5908317057708368,1.7560577807581599,-0.5716349517750087
11-9161.00,-0.5088608822180959,-0.23787747230479397,-0.121598277388596,1.7567208632811817,1.2043869387834312,-0.3387244966280287
11-9199.01,-1.4739017211842351,-0.765338789121417,-0.35101902356283843,0.2486376131871372,1.9381091586098202,0.7984265490895802
11-9199.02,-0.5088608822180959,0.11552160996234334,-0.5873919135605425,-0.5858351185315674,1.0168188525120234,1.0313370042365602
11-9199.03,-1.7971904022378917,-0.9394010236709025,-0.816812659734785,-0.08314070183355264,1.9381091586098202,0.3463062538042658
11-9199.04,-0.9913813017011655,-0.765338789121417,-0.35101902356283843,-0.2540568035108776,1.9381091586098202,0.3463062538042658
11-9199.07,-0.6729178248423394,-0.23787747230479397,-0.5873919135605425,-0.7567512202088924,1.9381091586098202,0.572366401446923
11-9199.08,-0.5088608822180959,-0.765338789121417,-0.816812659734785,-0.08314070183355264,1.9381091586098202,1.2573971518792175
11-9199.09,-0.3496291437886829,-0.23787747230479397,-0.35101902356283843,-0.7567512202088924,1.7560577807581599,1.0313370042365602
11-9199.10,-1.155438244325409,0.46364607906131455,0.10782246878564643,-0.4199459610212225,1.9381091586098202,0.3463062538042658
11-9199.11,-0.8321495632717525,0.9911073958779375,-0.121598277388596,-0.5858351185315674,1.7560577807581599,0.3463062538042658
13-1011.00,-1.6379586638084787,-1.1187378713885543,0.5736161049575931,0.751332029885152,1.9381091586098202,0.3463062538042658
13-1021.00,-0.3496291437886829,-1.1187378713885543,-0.35101902356283843,-0.08314070183355264,1.5684896944867521,1.2573971518792175
13-1022.00,-0.6729178248423394,-0.765338789121417,-0.5873919135605425,-0.2540568035108776,1.9381091586098202,1.0313370042365602
13-1023.00,-0.5088608822180959,-0.4119397068542796,-0.816812659734785,-0.4199459610212225,1.5684896944867521,1.7163677546688547
13-1031.01,-0.9913813017011655,-0.06381523775530838,-0.5873919135605425,-0.08314070183355264,1.0168188525120234,1.7163677546688547
13-1031.02,-0.9913813017011655,-0.4119397068542796,-0.5873919135605425,-0.08314070183355264,1.0168188525120234,1.7163677546688547
13-1032.00,0.45617995674804335,-0.765338789121417,-0.816812659734785,-0.2540568035108776,0.46514801053729476,1.7163677546688547
13-1041.01,0.13289127569438675,1.3445064781450748,-0.121598277388596,-0.4199459610212225,-0.8202450512638231,1.2573971518792175
13-1041.02,-1.155438244325409,-0.9394010236709025,-0.816812659734785,0.08274845567679229,1.3864383166350915,1.2573971518792175
13-1041.03,-1.7971904022378917,-0.23787747230479397,0.10782246878564643,1.7567208632811817,1.3864383166350915,0.11339579865728575
13-1041.04,-0.5088608822180959,-0.23787747230479397,-0.816812659734785,-0.4199459610212225,0.46514801053729476,1.7163677546688547
13-1041.06,0.13289127569438675,1.6979055604122122,-0.5873919135605425,-0.2540568035108776,0.10104525483397377,0.572366401446923
13-1041.07,-1.4739017211842351,-0.765338789121417,-0.816812659734785,-0.7567512202088924,1.2043869387834312,1.4834572995218747
13-1051.00,-0.8321495632717525,-0.4119397068542796,-0.816812659734785,-0.7567512202088924,1.3864383166350915,1.2573971518792175
13-1071.00,-1.7971904022378917,-0.4119397068542796,0.3441953587833506,0.5854428723748071,1.3864383166350915,0.3463062538042658
13-1074.00,-0.8321495632717525,-1.2928001059380398,-0.816812659734785,0.08274845567679229,1.9381091586098202,-1.2566657022073031
13-1075.00,-1.7971904022378917,-0.23787747230479397,0.10782246878564643,0.751332029885152,1.5684896944867521,0.3463062538042658
13-1081.00,-1.155438244325409,-0.5912765545719313,-0.5873919135605425,0.2486376131871372,1.9381091586098202,1.0313370042365602
13-1081.01,-0.19039740535926986,1.8719677949616977,0.10782246878564643,-0.9226403777192373,-0.08652283143743392,0.7984265490895802
13-1081.02,-0.9913813017011655,-0.06381523775530838,-0.5873919135605425,-0.7567512202088924,0.46514801053729476,1.2573971518792175
13-1111.00,-1.6379586638084787,1.5185687126945604,-0.35101902356283843,-0.2540568035108776,1.3864383166350915,0.11339579865728575
13-1121.00,-1.4739017211842351,-1.1187378713885543,0.10782246878564643,0.751332029885152,1.9381091586098202,0.572366401446923
13-1131.00,-1.7971904022378917,-0.765338789121417,1.7346241234757287,0.2486376131871372,1.7560577807581599,0.572366401446923
13-1141.00,-1.155438244325409,-0.4119397068542796,-0.35101902356283843,-0.08314070183355264,1.5684896944867521,1.4834572995218747
13-1151.00,-1.6379586638084787,-0.5912765545719313,1.7346241234757287,1.9276369649585066,0.2830966326856343,0.3463062538042658
13-1161.00,-1.6379586638084787,1.6979055604122122,-0.35101902356283843,-0.7567512202088924,0.8347674746603629,-0.11266434898537148
13-1199.01,-0.6729178248423394,-0.4119397068542796,-0.816812659734785,-0.7567512202088924,0.6527160968087025,1.9424279023115119
13-1199.02,0.29212301412379976,0.8170451613284518,0.10782246878564643,-0.7567512202088924,-0.4506255871407549,0.3463062538042658
13-1199.03,-1.314669982754822,-1.2928001059380398,-0.5873919135605425,0.08274845567679229,1.5684896944867521,1.0313370042365602
13-1199.04,-1.7971904022378917,0.46364607906131455,-0.121598277388596,-0.5858351185315674,1.7560577807581599,-0.11266434898537148
13-1199.05,-1.4739017211842351,0.46364607906131455,1.0394097411295395,-0.2540568035108776,1.2043869387834312,-0.7976950994176659
13-1199.06,-0.3496291437886829,-1.1187378713885543,-0.35101902356283843,-0.2540568035108776,1.9381091586098202,1.0313370042365602
13-2011.01,-1.6379586638084787,-0.23787747230479397,-0.816812659734785,-0.5858351185315674,0.2830966326856343,1.9424279023115119
13-2011.02,-1.4739017211842351,0.11552160996234334,-0.816812659734785,-0.4199459610212225,1.2043869387834312,1.9424279023115119
13-2021.01,-0.8321495632717525,0.11552160996234334,-0.816812659734785,-0.7567512202088924,1.0168188525120234,1.0313370042365602
13-2021.02,-0.5088608822180959,-0.765338789121417,-0.816812659734785,-0.2540568035108776,1.3864383166350915,1.0313370042365602
13-2031.00,-1.4739017211842351,0.28958384451182895,-0.5873919135605425,-0.2540568035108776,1.2043869387834312,1.9424279023115119
13-2041.00,-0.9913813017011655,-0.23787747230479397,-0.816812659734785,0.08274845567679229,1.0168188525120234,1.9424279023115119
13-2051.00,-0.9913813017011655,1.1704442435955893,0.10782246878564643,-0.9226403777192373,0.8347674746603629,1.7163677546688547
13-2052.00,-1.7971904022378917,-0.23787747230479397,-0.5873919135605425,0.4195537148644622,1.7560577807581599,1.0313370042365602
13-2053.00,-1.6379586638084787,-0.06381523775530838,-0.816812659734785,-0.2540568035108776,0.6527160968087025,1.4834572995218747
13-2061.00,-1.6379586638084787,-0.23787747230479397,-0.5873919135605425,-0.4199459610212225,1.7560577807581599,1.0313370042365602
13-2071.00,-1.7971904022378917,-0.5912765545719313,-0.121598277388596,1.2540264465831668,1.0168188525120234,0.7984265490895802
13-2071.01,-1.7971904022378917,-0.765338789121417,-0.35101902356283843,1.2540264465831668,1.5684896944867521,0.11339579865728575
13-2072.00,-1.7971904022378917,-0.4119397068542796,-0.816812659734785,0.5854428723748071,1.3864383166350915,1.7163677546688547
13-2081.00,-0.9913813017011655,-0.765338789121417,-0.816812659734785,0.2486376131871372,1.2043869387834312,1.9424279023115119
13-2082.00,-1.4739017211842351,-1.1187378713885543,-0.816812659734785,-0.08314070183355264,0.6527160968087025,1.9424279023115119
13-2099.01,-1.155438244325409,1.6979055604122122,1.0394097411295395,-0.7567512202088924,-0.2685742092890944,1.0313370042365602
13-2099.02,-0.9913813017011655,0.6429829267789663,-0.5873919135605425,-0.7567512202088924,1.2043869387834312,1.9424279023115119
13-2099.03,-1.155438244325409,-0.23787747230479397,-0.816812659734785,-0.2540568035108776,1.5684896944867521,1.7163677546688547
13-2099.04,-1.155438244325409,1.1704442435955893,-0.816812659734785,-0.7567512202088924,1.5684896944867521,-0.3387244966280287
15-1111.00,0.13289127569438675,1.8719677949616977,1.4982512334780245,-0.9226403777192373,-1.0022964291154837,0.11339579865728575
15-1121.00,-0.19039740535926986,1.5185687126945604,-0.35101902356283843,-0.4199459610212225,-0.08652283143743392,1.4834572995218747
15-1121.01,-0.8321495632717525,0.8170451613284518,-0.121598277388596,1.2540264465831668,-0.4506255871407549,-0.5716349517750087
15-1122.00,-0.02634046273502626,0.9911073958779375,-0.35101902356283843,-0.2540568035108776,-0.6381936734121626,1.4834572995218747
15-1131.00,-0.6729178248423394,1.8719677949616977,0.5736161049575931,-0.4199459610212225,-0.8202450512638231,1.0313370042365602
15-1132.00,0.13289127569438675,1.6979055604122122,0.10782246878564643,-0.9226403777192373,-0.4506255871407549,0.3463062538042658
15-1133.00,-0.3496291437886829,1.8719677949616977,0.3441953587833506,-0.2540568035108776,-1.0022964291154837,1.0313370042365602
15-1134.00,-0.19039740535926986,0.8170451613284518,1.2688304873037821,-0.9226403777192373,-0.08652283143743392,0.7984265490895802
15-1141.00,-0.6729178248423394,0.9911073958779375,0.10782246878564643,-0.2540568035108776,0.10104525483397377,1.9424279023115119
15-1142.00,0.45617995674804335,1.3445064781450748,-0.35101902356283843,-0.4199459610212225,0.2830966326856343,0.3463062538042658
15-1143.00,-0.3496291437886829,1.3445064781450748,0.10782246878564643,-0.4199459610212225,1.0168188525120234,1.2573971518792175
15-1143.01,0.6154116951774563,-0.23787747230479397,-0.5873919135605425,-0.7567512202088924,1.0168188525120234,-0.3387244966280287
15-1151.00,0.45617995674804335,0.9911073958779375,-0.35101902356283843,0.751332029885152,-0.4506255871407549,0.7984265490895802
15-1152.00,0.6154116951774563,-0.4119397068542796,-0.5873919135605425,-0.7567512202088924,0.2830966326856343,-0.3387244966280287
15-1199.01,-0.19039740535926986,1.5185687126945604,-0.121598277388596,-0.9226403777192373,-1.0022964291154837,1.2573971518792175
15-1199.02,0.45617995674804335,1.5185687126945604,0.3441953587833506,-0.9226403777192373,-1.0022964291154837,0.11339579865728575
15-1199.03,-0.3496291437886829,0.46364607906131455,-0.121598277388596,-0.9226403777192373,0.6527160968087025,1.4834572995218747
15-1199.04,0.29212301412379976,1.8719677949616977,0.10782246878564643,-0.9226403777192373,-0.8202450512638231,0.572366401446923
15-1199.05,0.13289127569438675,1.1704442435955893,-0.35101902356283843,-0.7567512202088924,-0.8202450512638231,0.11339579865728575
15-1199.06,-0.9913813017011655,0.9911073958779375,0.3441953587833506,-0.5858351185315674,0.10104525483397377,-0.11266434898537148
15-1199.07,-1.4739017211842351,1.1704442435955893,-0.121598277388596,-0.5858351185315674,-0.2685742092890944,0.3463062538042658
15-1199.08,-1.4739017211842351,1.1704442435955893,0.10782246878564643,-0.5858351185315674,1.0168188525120234,-0.11266434898537148
15-1199.09,-1.4739017211842351,-0.23787747230479397,-0.121598277388596,-0.4199459610212225,1.7560577807581599,-0.5716349517750087
15-1199.10,-1.6379586638084787,0.46364607906131455,0.3441953587833506,-0.5858351185315674,1.0168188525120234,-0.3387244966280287
15-1199.11,-1.314669982754822,-0.23787747230479397,2.65925925199616,-0.5858351185315674,0.6527160968087025,-0.5716349517750087
15-1199.12,-1.314669982754822,-0.23787747230479397,-0.121598277388596,-0.2540568035108776,-0.4506255871407549,1.9424279023115119
15-2011.00,-1.314669982754822,0.46364607906131455,-0.35101902356283843,-0.9226403777192373,-0.08652283143743392,1.2573971518792175
15-2021.00,-1.4739017211842351,1.8719677949616977,1.2688304873037821,-0.9226403777192373,-1.0022964291154837,0.3463062538042658
15-2031.00,-0.8321495632717525,1.5185687126945604,0.3441953587833506,-0.5858351185315674,0.6527160968087025,0.7984265490895802
15-2041.00,-1.155438244325409,1.3445064781450748,-0.121598277388596,-0.9226403777192373,-0.8202450512638231,1.4834572995218747
15-2041.01,-0.8321495632717525,1.6979055604122122,-0.121598277388596,-0.5858351185315674,-1.3719158932385518,0.7984265490895802
15-2041.02,-0.9913813017011655,0.9911073958779375,-0.5873919135605425,-0.2540568035108776,-0.2685742092890944,1.9424279023115119
15-2091.00,0.45617995674804335,1.5185687126945604,0.10782246878564643,-0.7567512202088924,-1.1898645153868912,0.7984265490895802
17-1011.00,-0.3496291437886829,0.8170451613284518,3.125052888168107,-0.5858351185315674,0.2830966326856343,-1.2566657022073031
17-1012.00,0.13289127569438675,0.9911073958779375,2.888679998170403,-0.5858351185315674,0.2830966326856343,-1.2566657022073031
17-1021.00,0.45617995674804335,0.9911073958779375,0.8030368511318354,-0.9226403777192373,-0.8202450512638231,0.7984265490895802
17-1022.00,0.9387003762311129,0.8170451613284518,0.8030368511318354,-0.7567512202088924,-0.8202450512638231,0.572366401446923
17-1022.01,-0.19039740535926986,0.8170451613284518,-0.5873919135605425,-0.9226403777192373,-1.0022964291154837,0.572366401446923
17-2011.00,0.45617995674804335,1.8719677949616977,1.0394097411295395,-0.7567512202088924,-0.6381936734121626,-0.7976950994176659
17-2021.00,0.7746434336068694,1.6979055604122122,0.5736161049575931,-0.7567512202088924,0.46514801053729476,-0.7976950994176659
17-2031.00,0.45617995674804335,1.8719677949616977,0.3441953587833506,-0.4199459610212225,-0.6381936734121626,-0.3387244966280287
17-2041.00,0.7746434336068694,1.6979055604122122,-0.121598277388596,-0.9226403777192373,-0.2685742092890944,-0.3387244966280287
17-2051.00,0.9387003762311129,1.3445064781450748,0.3441953587833506,-0.7567512202088924,-0.4506255871407549,0.11339579865728575
17-2051.01,0.9387003762311129,1.3445064781450748,-0.121598277388596,-0.7567512202088924,-0.08652283143743392,-0.3387244966280287
17-2061.00,0.7746434336068694,1.6979055604122122,-0.121598277388596,-0.9226403777192373,-0.6381936734121626,0.11339579865728575
17-2071.00,0.6154116951774563,1.5185687126945604,-0.121598277388596,-0.9226403777192373,-0.2685742092890944,-0.3387244966280287
17-2072.00,0.45617995674804335,1.8719677949616977,1.2688304873037821,-0.4199459610212225,-0.4506255871407549,-0.3387244966280287
17-2072.01,0.7746434336068694,0.9911073958779375,-0.121598277388596,-0.9226403777192373,-0.6381936734121626,-0.3387244966280287
17-2081.00,-0.02634046273502626,1.8719677949616977,0.5736161049575931,-0.5858351185315674,0.10104525483397377,0.11339579865728575
17-2081.01,0.45617995674804335,1.5185687126945604,0.10782246878564643,-0.5858351185315674,0.2830966326856343,-0.5716349517750087
17-2111.01,0.13289127569438675,1.5185687126945604,-0.35101902356283843,-0.08314070183355264,-0.2685742092890944,0.7984265490895802
17-2111.02,0.29212301412379976,1.6979055604122122,-0.121598277388596,-0.2540568035108776,0.6527160968087025,-0.11266434898537148
17-2111.03,0.45617995674804335,1.3445064781450748,-0.816812659734785,-0.7567512202088924,-0.08652283143743392,0.3463062538042658
17-2112.00,-0.19039740535926986,1.8719677949616977,-0.121598277388596,-0.7567512202088924,0.6527160968087025,0.3463062538042658
17-2112.01,0.29212301412379976,1.3445064781450748,0.10782246878564643,-0.08314070183355264,-0.2685742092890944,-0.7976950994176659
17-2121.01,0.6154116951774563,1.6979055604122122,0.3441953587833506,-0.9226403777192373,0.10104525483397377,-0.3387244966280287
17-2121.02,0.29212301412379976,1.8719677949616977,2.1934656158242136,-0.7567512202088924,-0.8202450512638231,-0.7976950994176659
17-2131.00,0.6154116951774563,1.8719677949616977,0.3441953587833506,-0.7567512202088924,0.46514801053729476,-0.5716349517750087
17-2141.00,0.7746434336068694,1.6979055604122122,0.3441953587833506,-0.4199459610212225,-1.0022964291154837,-0.11266434898537148
17-2141.01,0.6154116951774563,1.1704442435955893,-0.121598277388596,-0.5858351185315674,-0.08652283143743392,-0.7976950994176659
17-2141.02,1.0979321146605259,1.3445064781450748,0.10782246878564643,-0.7567512202088924,0.10104525483397377,-0.5716349517750087
17-2151.00,0.45617995674804335,1.5185687126945604,-0.35101902356283843,-0.7567512202088924,0.46514801053729476,-0.3387244966280287
17-2161.00,0.29212301412379976,1.8719677949616977,-0.35101902356283843,-0.9226403777192373,-0.6381936734121626,-0.3387244966280287
17-2171.00,0.29212301412379976,1.6979055604122122,-0.35101902356283843,-0.9226403777192373,-0.08652283143743392,0.572366401446923
17-2199.01,0.6154116951774563,1.6979055604122122,0.10782246878564643,-0.7567512202088924,-0.4506255871407549,-0.3387244966280287
17-2199.02,0.29212301412379976,1.3445064781450748,0.10782246878564643,-0.7567512202088924,-0.4506255871407549,0.11339579865728575
17-2199.03,0.6154116951774563,1.8719677949616977,0.5736161049575931,-0.9226403777192373,-1.0022964291154837,-0.5716349517750087
17-2199.04,0.9387003762311129,1.3445064781450748,-0.121598277388596,-0.9226403777192373,-0.08652283143743392,-0.3387244966280287
17-2199.05,0.29212301412379976,1.8719677949616977,1.0394097411295395,-0.9226403777192373,-1.0022964291154837,-0.11266434898537148
17-2199.06,0.6154116951774563,1.8719677949616977,0.10782246878564643,-0.9226403777192373,-1.0022964291154837,-0.11266434898537148
17-2199.07,0.29212301412379976,1.8719677949616977,1.2688304873037821,-0.7567512202088924,-1.0022964291154837,-0.11266434898537148
17-2199.08,0.6154116951774563,1.6979055604122122,0.3441953587833506,-0.9226403777192373,-1.0022964291154837,-0.11266434898537148
17-2199.09,0.13289127569438675,1.6979055604122122,0.3441953587833506,-0.7567512202088924,0.6527160968087025,-0.7976950994176659
17-2199.10,0.6154116951774563,0.46364607906131455,-0.121598277388596,-0.7567512202088924,0.2830966326856343,-0.5716349517750087
17-2199.11,0.7746434336068694,1.1704442435955893,-0.121598277388596,-0.7567512202088924,-0.08652283143743392,-0.5716349517750087
17-3011.01,0.29212301412379976,0.6429829267789663,2.429838505821918,-0.7567512202088924,-0.6381936734121626,0.11339579865728575
17-3011.02,0.7746434336068694,0.28958384451182895,1.0394097411295395,-0.7567512202088924,-0.8202450512638231,1.2573971518792175
17-3012.01,0.29212301412379976,0.46364607906131455,1.2688304873037821,-0.5858351185315674,-1.0022964291154837,1.2573971518792175
17-3012.02,0.6154116951774563,0.6429829267789663,0.8030368511318354,-0.7567512202088924,-0.8202450512638231,0.3463062538042658
17-3013.00,0.9387003762311129,0.28958384451182895,0.8030368511318354,-0.9226403777192373,-0.6381936734121626,-0.11266434898537148
17-3021.00,0.9387003762311129,1.3445064781450748,-0.35101902356283843,-0.7567512202088924,-0.6381936734121626,0.572366401446923
17-3022.00,0.6154116951774563,0.8170451613284518,0.3441953587833506,-0.9226403777192373,-0.6381936734121626,0.7984265490895802
17-3023.01,0.9387003762311129,1.1704442435955893,-0.121598277388596,-0.9226403777192373,-0.4506255871407549,-0.3387244966280287
17-3023.03,1.0979321146605259,1.3445064781450748,0.10782246878564643,-0.9226403777192373,-0.6381936734121626,0.11339579865728575
17-3024.00,1.0979321146605259,0.9911073958779375,0.10782246878564643,-0.7567512202088924,-1.1898645153868912,0.572366401446923
17-3024.01,0.9387003762311129,0.46364607906131455,-0.121598277388596,-0.9226403777192373,-1.0022964291154837,-0.7976950994176659
17-3025.00,1.0979321146605259,1.1704442435955893,-0.35101902356283843,-0.9226403777192373,-0.8202450512638231,0.7984265490895802
17-3026.00,0.13289127569438675,1.5185687126945604,-0.35101902356283843,-0.7567512202088924,-0.08652283143743392,0.572366401446923
17-3027.00,0.6154116951774563,1.3445064781450748,0.8030368511318354,-0.9226403777192373,-1.0022964291154837,-0.3387244966280287
17-3027.01,0.9387003762311129,0.11552160996234334,-0.5873919135605425,-0.7567512202088924,-0.4506255871407549,-0.3387244966280287
17-3029.01,0.9387003762311129,1.5185687126945604,-0.35101902356283843,-0.9226403777192373,-0.4506255871407549,0.11339579865728575
17-3029.02,0.9387003762311129,0.9911073958779375,-0.121598277388596,-0.7567512202088924,-0.4506255871407549,-0.11266434898537148
17-3029.03,0.6154116951774563,1.3445064781450748,0.5736161049575931,-0.9226403777192373,-0.6381936734121626,0.11339579865728575
17-3029.04,0.7746434336068694,1.3445064781450748,-0.35101902356283843,-0.9226403777192373,-0.6381936734121626,-0.11266434898537148
17-3029.05,0.29212301412379976,1.3445064781450748,0.3441953587833506,-0.9226403777192373,-0.8202450512638231,0.7984265490895802
17-3029.06,0.7746434336068694,1.1704442435955893,-0.121598277388596,-0.9226403777192373,-0.4506255871407549,0.3463062538042658
17-3029.07,0.9387003762311129,0.8170451613284518,-0.35101902356283843,-0.7567512202088924,-0.4506255871407549,-0.3387244966280287
17-3029.08,1.0979321146605259,0.9911073958779375,0.10782246878564643,-0.9226403777192373,-1.1898645153868912,-0.11266434898537148
17-3029.09,1.0979321146605259,-0.06381523775530838,-0.5873919135605425,-0.7567512202088924,-0.8202450512638231,-0.7976950994176659
17-3029.10,1.0979321146605259,-0.06381523775530838,-0.5873919135605425,-0.7567512202088924,-0.2685742092890944,0.11339579865728575
17-3029.11,0.6154116951774563,0.6429829267789663,-0.35101902356283843,-0.7567512202088924,-0.8202450512638231,0.11339579865728575
17-3029.12,0.6154116951774563,-0.06381523775530838,-0.5873919135605425,-0.7567512202088924,-0.8202450512638231,0.11339579865728575
17-3031.01,0.45617995674804335,-0.06381523775530838,-0.121598277388596,-0.9226403777192373,-0.8202450512638231,1.0313370042365602
17-3031.02,-0.19039740535926986,-0.23787747230479397,-0.35101902356283843,-0.9226403777192373,-1.0022964291154837,1.7163677546688547
19-1011.00,0.29212301412379976,1.8719677949616977,0.10782246878564643,-0.9226403777192373,-0.8202450512638231,-0.7976950994176659
19-1012.00,0.29212301412379976,1.8719677949616977,0.5736161049575931,-0.7567512202088924,-0.6381936734121626,0.11339579865728575
19-1013.00,0.45617995674804335,1.8719677949616977,1.0394097411295395,0.08274845567679229,-1.0022964291154837,-0.7976950994176659
19-1020.01,-0.3496291437886829,1.8719677949616977,-0.35101902356283843,-0.7567512202088924,-0.2685742092890944,-0.5716349517750087
19-1021.00,-0.02634046273502626,1.8719677949616977,1.964044869649971,-0.7567512202088924,-1.0022964291154837,-0.5716349517750087
