SOC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
11-1011.00,1.278657679403229,1.5631612522754668,1.3468863757585323,1.917677476499123,1.1618773177213142,-0.07674726315980714,1.9382735344008206,1.9040118508935768,0.9058523205803897,2.8790629542786466,2.147149000447682,3.408091322717758,2.997740709047359,3.0670155932423975,0.8153394650841228,0.5594023064395335,2.6346191496560527,1.8223314183650985,-0.10261950731499928,-0.35312478437486483,-0.5682244511710682,0.0238100899561992,-0.771266461706805,-0.24405559328288182,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-1.061947886991031,3.30607632842319,2.7729238660942768,2.702504848361334,3.0976809071156355,4.052336850780402,3.7896016763267673,3.5195364262487074
11-1011.03,0.8974757077523849,0.7609013078909026,1.2247872729262248,1.0664533186298821,0.557732296921279,-0.010845081347053162,1.0114405403178874,0.7750900834836126,1.0078376410835577,1.0869343230418145,1.0954208019397353,1.2998837880327903,1.7300157880828242,0.7211137778024305,0.7146935709395327,0.7233368182292091,1.6972981281887143,1.112978662953958,-0.005351809129626758,-0.41465248032389074,-0.5682244511710682,0.2123434915168038,-0.2829549620785672,-0.3964834860584623,-0.9277385247205129,-1.126020284237789,-0.8893787623769714,-0.13319837052046804,1.0292167601473259,1.5619894051494938,1.5543881991309425,0.9126412646390453,1.6996814823083295,1.1039585285376163,1.576956160732213
11-1021.00,0.6384269814766979,0.8441651640934438,0.35222495098778434,0.9150367602039396,-0.1937413309640213,-0.07674726315980714,0.7698483409243735,0.7028538252365243,0.4716870192673871,1.6089064752019375,1.6636793374407384,2.0279164489626265,1.206104738536788,1.8586144440794412,0.504960836997964,0.5625748437958739,0.751908529334156,1.1317253924175321,0.3232693756224828,-1.2423377136869083,-0.5682244511710682,-0.05234192621351116,0.30301356536198676,-0.02762885309422392,-0.9277385247205129,0.013568599341597964,-0.8893787623769714,-0.029471255255891095,0.6904863942689458,0.4934472165247318,0.6209113465115319,1.797228120191467,2.1916462805785146,2.3610270948484926,1.7949357863073818
11-2011.00,0.4976859311877296,1.0843780198525463,0.8606810512686134,0.9884808593690249,0.7510038738479983,-0.4090805038712821,1.0114405403178874,0.6646336572704026,0.4716870192673871,0.552990816880494,1.6636793374407384,1.3801380390297364,1.4257269707923317,1.3046232629182242,0.11252669521763108,0.4822226441510464,0.8292361961097463,1.1317253924175321,-0.10261950731499928,-0.7279756213261936,-0.5682244511710682,0.2092266349680149,-1.48922075627021,-1.67982538619279,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-1.1517155469932006,1.193074972478212,0.67541170649899,1.0369037842461795,1.4555091104240947,1.925565569904682,1.3617774134115332,1.322415378360968
11-2021.00,0.766326434277158,0.7609013078909026,0.35222495098778434,0.8379052977649131,0.44701418810147714,-0.010845081347053162,0.930921376356188,1.4254294841174,0.7263248314810188,1.395264999362559,1.508184995612933,1.1001924128902265,2.179368669860296,2.013558071067063,0.49759691025208214,0.4822226441510464,0.9848328164662863,1.821846601602834,0.014539476657336467,-1.2423377136869083,-0.5682244511710682,0.625382938078152,-1.0344788723135625,-1.67982538619279,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-0.7616160773703341,1.193074972478212,1.1133134981231847,1.4324891720448587,1.3459848209461247,2.1085716917422883,1.4294024290390102,1.6476553476323565
11-2022.00,0.6384269814766979,0.8441651640934438,0.7864774149009953,0.9884808593690249,0.7510038738479983,-0.4090805038712821,0.7698483409243735,1.1398123731012384,0.9908017876657257,1.7448985778188535,1.5832395823809584,2.0250014711737587,2.6491528284912675,2.334402357311514,1.2425327675106104,1.8122973614154554,1.1514682308839523,0.9396206314130967,0.014539476657336467,-1.2423377136869083,-0.5682244511710682,0.2123434915168038,-0.8169567899165453,-0.3287142818855133,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-0.8591107173842965,1.193074972478212,1.4985352307719395,1.6170537443825221,1.4555091104240947,2.176984961906727,1.8367492701748762,2.1649312327641845
11-2031.00,0.8974757077523849,0.9234484904875336,1.3468863757585323,1.212042497442148,0.09271131746354759,-0.4090805038712821,0.41329703129632445,0.34356522383969945,0.40571398049828744,0.30135888983002973,1.9786799106251522,1.4025406279147807,2.1249196714665306,1.562487416734543,0.43869822202787956,0.9584143055717109,1.3161887182332148,0.4553893134411276,-0.33500769779554634,-1.2423377136869083,-0.5682244511710682,0.0238100899561992,-1.321420958759645,-1.67982538619279,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-1.1517155469932006,1.193074972478212,1.3116071327150864,1.3105541461159091,1.3459848209461247,2.0194987185497815,1.3617774134115332,1.0371554259000038
11-3011.00,0.7669525625956126,0.8441651640934438,0.7975622136090202,0.692515612296917,-0.4985923495445766,-1.3725233822712484,0.5146868830934486,0.12461454042713795,0.4716870192673871,0.32610303531656365,0.5203370164947048,1.4061842536827898,0.5077818122920333,1.624761973284236,0.3732962579141986,0.6440278953006195,0.0425343887859533,0.8928996563031681,-0.3116914781253488,-0.5854035086174089,-0.5682244511710682,-0.1305545843482051,-0.23117698607751058,-0.4884762995186097,-0.9277385247205129,-0.10306662220931327,-0.8893787623769714,-0.13319837052046804,-0.06372702652699508,0.67541170649899,0.3643905726468761,2.46642823164688,1.738575470165961,1.7741661708299603,1.576956160732213
11-3021.00,0.7669525625956126,0.8441651640934438,0.9177050589511077,0.692515612296917,0.8065086488757419,-0.04817028188769923,1.0919606391558674,0.7020124721216513,0.8680198905495401,1.703561423815161,1.0116232571267976,1.6188423314828513,0.8796155771808915,0.8724892304875302,0.8153394650841228,0.10231297263114016,1.1514682308839523,1.5249604055303994,1.522138546507778,0.6133793245846815,-0.5682244511710682,2.0042051839831423,0.506905566759674,-0.06959743232740195,-0.0874404323170787,0.6894562495596047,0.05428497066088352,0.6372073254323538,1.2023709624803696,1.3722594098131975,1.6170537443825221,1.125587296352465,2.0761327006846595,1.7554210402028683,1.8665347327591386
11-3031.01,1.027319796833318,0.8433810592406167,0.8410726797912325,1.0664533186298821,1.9339708141791445,-0.7737367776660959,1.5761371844938783,1.1847212652176267,0.5359234174187631,1.7901267300881287,0.26834790651902346,0.7978439141816357,0.8608846289216237,0.9436376878639147,0.17449708735177635,-0.28317009367940826,1.9302288487256103,1.0251433785887212,-0.33500769779554634,-1.2423377136869083,-0.5682244511710682,0.2868340232844772,-1.0139007350721496,-1.2203790524616194,-0.9277385247205129,-1.6167330763242147,-0.8893787623769714,-0.7616160773703341,2.094875282453599,1.333530599405311,1.788076232192075,1.3292673350510649,3.7344111917365885,1.6963331390124188,1.2553899371410793
11-3031.02,0.7669525625956126,0.8441651640934438,1.0474246720187754,0.9150367602039396,1.0531514126867287,-0.6371080932307436,0.9317099050528718,1.2065836617435588,1.3877042475589327,1.988115047895474,1.3379119900967067,1.6188423314828513,1.7994799009714102,1.166610619223159,0.8153394650841228,1.4871675972321197,0.9093730263918791,0.7010615585810008,-0.5558934286126607,-1.2423377136869083,-0.5682244511710682,-0.33656666740221347,-1.398953645267388,-0.9538917821117474,-0.9277385247205129,-1.6167330763242147,-0.46773879814058944,-1.463736207509277,1.369994570486735,0.8033401380324988,0.8521145834430548,1.7770883391302443,2.0761327006846595,0.3136314590994005,2.1649312327641845
11-3051.00,0.6227123277868644,0.5829051377821957,0.2158518700941315,0.9150367602039396,0.9804556724478825,0.016630401861975876,1.0114405403178874,0.9094452749763223,1.329140408845195,2.2579029932624155,0.5203370164947048,2.2251207790239182,1.1863471242981223,1.3046232629182242,0.7768205676611987,0.0310702074417677,0.751908529334156,1.043396542062483,0.5857797618574093,0.6073391764391641,-0.5682244511710682,0.45350484931577373,0.7334734745671349,0.5406915134293646,0.37680526210236404,0.37892726225786794,0.4112237078892058,1.3493576281708923,1.5013570936851852,1.4371461452882541,1.0369037842461795,2.355086616711513,2.580716186488375,2.876797041692848,2.21069146181531
11-3051.01,0.8941990700429846,0.7609013078909026,0.7975622136090202,0.451451035397643,0.9269474967673731,0.577002573520358,0.6689758749037118,0.9094452749763223,1.0078376410835577,1.510427193107094,0.8542048784306717,0.7030471021759427,0.8945974311290008,1.0218591197386744,1.0474968276497687,0.17746028341987155,1.2246173553588813,0.891297346172746,0.6241072331012043,0.6520511733756243,0.24890745053341035,0.8535443198708117,0.930829990685484,0.6198901472616826,0.964432468849152,1.1132918650454124,0.8940339395381827,2.0281787471368204,1.695633724260386,1.2516325914174735,1.4296817751628836,1.797228120191467,1.738575470165961,1.4294024290390102,0.9821116380390349
11-3051.02,0.766326434277158,0.08349112085628109,0.6691274992793681,0.7659375246672404,1.2187734334954503,0.6092319659968087,0.8503682786041359,0.48729657333788334,0.8070000947154979,1.703561423815161,0.7732275624410206,1.4061842536827898,0.658794371616816,0.9466859826014964,0.7768205676611987,0.0310702074417677,0.824812870826971,0.25586847803487645,0.9354034121887241,1.0465191426733507,-0.5682244511710682,0.625382938078152,1.035611042321655,0.8076274078108513,1.1239951850539442,1.1118350745119254,1.3544939551078676,0.8922261910969823,0.9411181611253271,1.0528792530373852,1.173954127519547,1.6758908961461347,2.4771759446318162,2.2226310737629382,1.9405422211848515
11-3051.03,0.6384269814766979,0.4294817459322678,0.42923901742722886,0.43749928189240006,0.7510038738479983,1.214431865994411,0.6901417915595319,0.4085072993549605,1.0078376410835577,1.118444861007543,0.6949766967271167,1.4952848013367006,0.810746830521983,0.8724892304875302,0.8375432621126486,0.6440278953006195,0.5963007968286502,0.2088739704682661,0.5857797618574093,-0.42963620733740326,-0.5682244511710682,1.0102712168607024,0.8328097827387925,1.0877809908477223,0.018784865729970224,0.37892726225786794,-0.46773879814058944,0.5708233569926731,0.7727019146090526,0.9957957680204993,0.7439892644339945,1.3459848209461247,1.9613336282496059,1.6963331390124188,2.093790490659538
