SOC,0,1,2,3,4,5,6,7,8,9,10,11
11-1011.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.032958085057490774,-0.3073584582619338,0.02760653106114197,2.2113116820845518,1.0413553016207708,5.811024329900288,-0.24953709149451897,0.25458690976902026,-0.23240683390783315
11-1011.03,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.33659333737256325,0.8249015022737443,3.2554075827647164,1.3376899063082646,-0.2088975277392452,0.650888510424085,-0.34386349046111836,-0.23240683390783315
11-1021.00,-0.5410496724159032,-0.431779385793579,-0.049718855778942944,1.5006461373653321,0.02807331258634038,0.32341452038060015,2.383765583094561,-0.46011335330391756,0.8460757775257173,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-2011.00,-0.1124123179261166,-0.6278091599385272,-0.6842368512685028,0.15626041001676463,-0.01424032823167592,1.5070316443111929,0.1043748914840041,-0.15598046954570055,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-2021.00,-0.5410496724159032,-0.8569963865875465,-0.6842368512685028,-0.4125630906076945,-0.39967912913760567,1.3429506502355557,-0.3492538481292811,0.9531747613595128,-0.2088975277392452,2.210846631150601,-0.34386349046111836,-0.23240683390783315
11-2022.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.23152070334528968,0.3704291337502899,1.7073183037462425,1.2815602157697192,0.013782067147742013,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-2031.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,0.5662338160109847,-0.6327888230986769,1.986949293649793,0.5580036310972893,-0.10199238367146089,1.2749521657194853,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3011.00,-0.5410496724159032,0.2371995460468021,0.2435694621362314,0.7998368963495716,0.27810846287461816,0.13044602734798494,-0.3492538481292811,-0.2759539937106777,-0.19011462022710934,-0.24953709149451897,-0.3400395262423955,-0.23240683390783315
11-3021.00,-0.5410496724159032,-0.939707834042757,-0.2774403141601961,2.292560579713142,-0.46661161552246766,1.0317359948057092,0.17560585059683398,0.35330714053462725,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3031.01,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.32505325351310427,1.352194649901789,0.4005457214794548,1.4114736236697254,-0.2088975277392452,0.6859700273819527,-0.34386349046111836,-0.23240683390783315
11-3031.02,-0.5410496724159032,-0.3705656273245245,-0.5608583521455328,0.12706002497444127,-0.3696749111030123,1.1284128246483967,0.8560489600167618,0.3059175984894614,-0.2088975277392452,-0.16768021859282772,-0.34386349046111836,-0.23240683390783315
11-3051.00,-0.49790760102245063,-0.7429493246779392,-0.5044567525464608,2.8018152948512616,0.5296822910108238,0.8275976688430623,-0.3492538481292811,-0.3659341368344105,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3051.01,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,0.5230172461483462,-0.5466228636147166,2.0196884591343682,0.3536832483789088,0.15115175231664088,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3051.02,-0.5410496724159032,-0.5793482678171924,0.6489559592545613,4.821313924378345,-0.42352863578048744,-0.24201012587065587,0.586121114957617,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3051.03,-0.5410496724159032,-0.4755034989857607,-0.6842368512685028,1.4948060603568674,0.5081408011398337,0.9454586645875337,0.887915441725133,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3051.04,-0.5410496724159032,-0.7367550753090467,0.24850460210115022,-0.5352047077854526,0.6520071799210889,1.5636511422668704,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3051.06,-0.5410496724159032,-0.49044257099308947,1.3567960342229146,0.9049582825019357,1.0043644070965698,-0.2327661262044228,1.007883372862531,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3061.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,0.13655010086525476,2.08401129014524,0.5879956138816388,0.09176485785497718,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3071.01,-0.5410496724159032,0.2608834406925672,-0.6842368512685028,-0.616965785903958,1.2097778997949393,0.766356171054268,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3071.02,-0.2508844503018756,-0.22664042140025958,-0.39024351335834007,0.23334942652849833,0.00807050056327817,1.1210946582459622,0.432412203187826,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3071.03,-0.5410496724159032,-0.8642837387862435,-0.6842368512685028,-0.3506582743179689,-0.1196397608147345,1.5062613110056733,1.5252450758925586,0.49187656094517596,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3111.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,2.3131854485372685,0.5430076397051146,0.34910806718885307,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3121.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.23152070334528968,-0.6327888230986769,2.0420281249944314,1.2815602157697192,0.013782067147742013,1.1528632668906023,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-3131.00,-0.5410496724159032,-0.8508021372186542,-0.6842368512685028,-0.7396074030817161,-0.3481334212320222,1.1923504890065086,2.4268790583470636,0.6028520707977797,0.9493817688424644,-0.24953709149451897,-0.108052363639871,-0.23240683390783315
11-9013.01,-0.5410496724159032,-0.8340412271616512,-0.06240921568873412,1.4212210900502127,1.2013151716313362,0.9158008323250361,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9013.02,-0.47076984643624664,0.08963066402318863,1.2404677350498288,-0.3997149211890722,-0.5143106288082314,0.6415621755601215,-0.31363836857286614,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9013.03,-0.17503790543274128,-0.026602603546027934,-0.3133963339046045,-0.7396074030817161,0.5819973378403711,0.8171981692185499,0.6367325859062065,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9021.00,-0.5410496724159032,-0.803434347927124,-0.6842368512685028,-0.7396074030817161,-0.2481193611167111,2.6617612692848067,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9031.00,-0.5410496724159032,-0.051015233411662815,-0.2485344943656717,1.5613829382533648,1.8252490389660847,-0.4068614532518122,0.7698220095117572,-0.4949056753117609,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9032.00,-0.5410496724159032,-0.6529505250240317,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,-0.5509137813839442,-0.29114438148460403,1.7150066398071175,13.42749332607137,0.5035461392010407,-0.33494090728409825,-0.23240683390783315
11-9033.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,-0.511241616149694,-0.3492538481292811,2.367662611264593,-0.2088975277392452,-0.24953709149451897,2.0295436346262474,0.4222555362305337
11-9039.01,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,0.24561085652313852,0.503643162300656,3.3094547759596633,-0.2088975277392452,-0.24953709149451897,-0.05387953720796284,-0.23240683390783315
11-9039.02,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,1.9233967959444405,-0.3492538481292811,1.2417110869762829,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9041.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.5443148468428247,0.9485399978096116,-0.13368647186676955,1.1139392837405822,3.5007267059075815,2.5920657820927637,-0.2705708429355955,-0.23240683390783315
11-9041.01,-0.5410496724159032,-0.937157260773213,-0.3479423136590361,-0.7396074030817161,-0.18503356935166868,1.3306253173472449,-0.11681598155057298,1.2087183678309144,-0.2088975277392452,-0.24953709149451897,-0.25909895027942675,-0.10238361317201862
11-9051.00,0.5284561942250091,1.0253266863358783,-0.34371219368910566,1.4037008590248188,-0.5781657594972378,-0.7311717748754891,0.3311892612906467,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9061.00,-0.5410496724159032,-0.6944884325566044,-0.6842368512685028,-0.7396074030817161,3.773984533366724,-0.32366545625571463,1.4296456307674448,-0.5081027629699084,-0.2088975277392452,2.7323918499242343,-0.34386349046111836,-0.23240683390783315
11-9071.00,0.01492637667068689,0.2863891733880064,0.007387763815117477,0.08033940890672385,0.01807190657480934,0.42047651687604737,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9081.00,0.7337289532745012,-0.9437158777520405,-0.6842368512685028,-0.05164633148457774,-0.3981404512896778,1.953054628206938,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9111.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,0.8466499276839637,1.7134809701903977,0.3724282376191272,0.18414447146200952,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9121.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,0.8237460023154651,1.0922358244435137,0.5170710010198211,-0.2088975277392452,-0.24953709149451897,1.3265715457510152,0.3786113782213092
11-9121.01,-0.5410496724159032,-0.711978077833477,-0.13150117519759733,-0.7396074030817161,0.08962042650345496,1.334476983874842,-0.3492538481292811,0.22493546967810182,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,0.449533134986299
11-9121.02,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,1.1210946582459622,-0.3492538481292811,2.4912353411545194,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9131.00,-0.5410496724159032,1.2771047048008586,-0.21257847462126328,0.5533856465923624,-0.1181010829668066,-0.2870746242435421,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9141.00,-0.5410496724159032,-0.4390667379922759,0.020783143719897038,-0.15559970223524888,-0.2481193611167111,1.3136779846258178,-0.3492538481292811,-0.5081027629699084,-0.2088975277392452,2.08923070569666,-0.34386349046111836,-0.23240683390783315
11-9151.00,-0.5410496724159032,-0.721816003301718,-0.6842368512685028,-0.48381203011096346,-0.005777600068072578,1.1349606577453117,-0.3492538481292811,0.9273804536640428,2.3330559555698036,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9161.00,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,0.1948049182726315,0.5981534552436137,1.1981279887979044,0.4005457214794548,0.6916324786798628,-0.2088975277392452,-0.24953709149451897,-0.34386349046111836,-0.23240683390783315
11-9199.01,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.3581348272435533,2.08401129014524,-0.3492538481292811,0.34910806718885307,0.9086854692328368,0.5854030121027319,-0.34386349046111836,-0.23240683390783315
11-9199.02,-0.5410496724159032,-0.6602378772227286,-0.2104634146362981,-0.5912694470667135,-0.22273117662590133,1.6364476396384557,-0.3492538481292811,0.34430912622225407,-0.2088975277392452,-0.20977803894226893,-0.34386349046111836,-0.23240683390783315
11-9199.03,-0.5410496724159032,-0.9856181528945479,-0.6842368512685028,-0.7396074030817161,-0.6327888230986769,0.45321568236062276,-0.3492538481292811,3.290858879714092,0.4203298739173051,0.22055523574090796,-0.34386349046111836,-0.23240683390783315
