SOC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
11-3031.02,1.6509612758712526,0.27130942770293515,2.6583346688937963,1.3197345392827735,0.24155102882993093,0.7932650221970531,-0.9321915088848028,-0.9000358554874833,-1.0935634065040676,-0.16506624081980883,-1.141848284896124,-0.9138741949134059,-0.39087479561313343,-1.1087244153906635,0.7812567613463741,-1.569349451277285,-1.5254902343092642,-1.0232951839590485,0.459798248910394,0.1475142417503733,-1.0537890157561833,-1.078196099136074,-0.4731421144951425,-0.5428020850548052,-0.14037272731082667,-1.0974872830190976,-0.11531876627847006,-0.9860651855547524,-0.8263011348578988,-0.9426137546344694,0.8108084679307086,-0.36392368307404377,0.36174994053981785
11-3051.00,2.5667657395040866,0.5752554576040949,0.8437989143335162,0.2942227645975051,0.8540733809423262,2.436789507735661,0.622432497016909,2.903606629954104,0.14555063571658214,0.4162555839872632,1.1761083119592108,0.5224381864482419,0.011621398993821962,1.0581756346754336,0.7832489895583634,0.25821679962689453,0.1359086880864785,-0.5201548727677612,0.7416110388023712,0.132804177204517,-0.3596983206253522,-0.29479102007008834,-0.11565640872684506,0.6822248065188583,-0.1628897235355891,-0.7393816745145088,-0.4822863994240271,-0.7245110734254298,-0.06849634060059927,0.36004904096690854,0.1955298902124034,-0.19929867565783219,-0.04396579401336855
11-3051.01,1.518431521587374,1.6343617462842248,0.134579955170127,-0.3924080291666953,0.19511097925385268,1.8863305473872383,-0.24393540467633343,1.2101489075232645,0.8838432329616829,0.28873879299440924,0.29869127073137725,-0.14432857990979553,-0.07484984741831523,-0.07112021545020271,0.7506414081795217,0.4773494757488615,2.000707184128762,1.4394942837542553,0.17530110090268286,-0.3946431083031971,-0.4166437205272535,0.05793488220414828,-0.1213993343588901,0.929983562943956,0.237372695417698,-0.355256457210876,-1.0444193608665036,-0.9388265419599445,-0.7438887552429936,-0.22187885132441618,0.8248773302448551,-1.1166453820551239,0.17451382785872305
11-3051.02,1.9449097111235776,1.2743099617428648,1.3299382628464949,-0.5574687330831176,-0.6164183135696446,2.1393033747235983,0.638871486928945,1.9773088742826317,-0.3475740708979717,0.568707503639805,1.546699322269749,1.352768965679992,1.7673751826976587,2.025355038094579,1.1587228903337403,1.9528727750543609,1.7725226589687926,0.6699636774901235,0.7474246891396406,0.4094501318813183,0.41137162480381056,0.21794838052816826,0.7958406484158993,1.1843724422507236,0.1325072714613139,0.4416336811198732,-0.24474134003204556,0.08383347609301779,1.0465838251963908,1.8560791758248965,1.1670342652708685,1.4368680522814368,0.21774713437360077
11-3051.03,1.958087371967503,0.9912405878081668,1.2551886371739491,0.48208294755924236,-0.22405231544643986,1.6294228038503173,1.0304911783977202,2.8438287303667567,2.477497451703034,0.4687211033548914,1.456206228759093,1.1814948047284426,1.3406586349820064,1.702820971639262,0.7419907475764257,1.4801871340733115,1.959127568793232,1.231830938985855,0.4332808791335003,-0.018929209270833997,0.38108029199057314,-0.41167050033053887,-0.28845493362559127,0.5768173452345325,-0.5116448933388107,-0.8068818273681703,-0.6729028778297931,-0.39153231892070406,-0.41633379317340763,0.8048119191478987,0.19781839437339704,-0.23229687856415382,-0.42977930452452673
11-3051.04,1.9306616032858621,1.292420949968506,1.6791635718016567,-0.9020017440330237,-0.5762612368857299,2.3499549762333163,1.045458335334026,2.13219623180193,-0.5715263680987059,0.6124563112483703,1.7042150679305013,1.0193148132600958,1.5682959895430182,1.8821551381699344,0.7529470122947377,1.5295910751643607,1.697191645353394,0.07089632772063109,0.7805498744230397,-0.17748009695021183,-0.2587038187764864,-0.1347345437403271,0.8274893617978296,1.120578329553075,-0.23607185654361357,-0.6512524730225938,-0.603937863859513,0.028476097977510263,0.3059498590250901,1.5329253205414022,0.309626677906629,0.6580795446775586,0.3774209852084629
11-3051.06,1.4950734724466825,0.7520773336016143,0.9226870800688017,-0.7157811222334475,-0.789314780203341,1.9341154735838422,-0.305584046312371,1.184508212481454,-0.7025019810108657,0.8037130089382026,1.3607239380792289,1.1441572870218848,1.5179661291211193,1.7363868124209445,0.5778597368529794,1.5135381378909563,0.77491381453325,-0.05543943771699161,0.824668129735018,0.2985504418063081,1.1112150584738814,0.03761374517673707,0.24072600967786512,0.8928913262835759,0.2579705843357742,-1.259969064590546,-0.6729028778297931,0.24477082003582187,-0.00323218288491947,1.9622643315805104,1.1607928506062217,1.2700307467097807,0.21677082885587695
11-3061.00,2.016959868708477,0.9023330556460789,2.20336343717175,0.9247878254540313,0.41904572779814375,1.488052610866446,0.9066786959611461,0.915968050717437,0.9380993087124254,0.5262977424724729,0.16047937184024544,0.1490465780116195,0.33411468713984177,-0.190895043546998,0.8022197072378086,-0.39313593154998894,-0.24949847679814827,0.06384157479757928,-0.35127868559178593,-0.28011622267894304,0.4579983073819974,-0.3619409865489898,-0.4339619593374225,0.29119016077428517,0.5251751603762084,0.3273776810503255,-0.09087985277878351,-0.23698427818702525,-0.29183598847014286,-0.601898441065779,0.914411998513958,0.749851677974273,0.3946702525942153
11-3071.01,2.1303924678865496,1.031089009644328,1.3298169161029092,1.000250638917894,1.1005008408331765,2.0787950416868917,3.0485944922369117,0.724536069598794,1.1780479225560248,0.45558637569597743,0.08817979518579108,-0.3184707736541008,0.04983676680541134,-0.19505645390316226,0.5736469441645998,-0.5563126517761481,-0.29713235358421236,-0.17877397951723037,0.40892721661010845,0.10860283971620018,1.2762551413367587,-0.516068708395734,0.4430622139604862,0.1983722797696421,-0.3364089846862114,-0.19697583080275705,-0.5051373732567321,-0.12611550013485756,0.07853994658699606,1.4889714032072918,0.694452868137613,0.7230473105078086,0.16114380827630265
11-3071.02,1.9406511379994535,1.4862489590136077,2.030556632350877,1.4217738180175559,1.0245002909249223,2.2259575900982123,3.116321095425119,1.4957381685064575,1.886359619208078,0.8041145086050075,0.5862004848496356,0.2047298936837806,0.914099980050106,0.3636441244620341,1.060817565759181,-0.21182950846987383,0.05587277565517793,-0.10337975106792119,0.6094540790971078,0.7483713318271701,1.261511946586242,0.08985559781644475,0.5457675727488768,0.38195899353543666,0.594299105977373,1.2915547747739646,0.349472674283346,0.6688548491724164,0.6952874104392864,1.3815465376070366,0.9481650468785717,1.562123746531835,0.31746652436758144
11-3071.03,1.9213661007356577,-0.03462100471939019,1.725427991320842,0.49045829558475973,0.5841234717276518,1.8132875953050676,2.9675801740034498,1.4061446847323016,1.0968157319730598,-0.21690387070735423,0.08499932530532905,0.06683342082321891,0.19094915303985485,-0.07020335078825488,0.7403796143706831,-0.4101104748871946,-0.2979326647603923,-0.466469830808582,0.5658175370104159,0.29641294488056175,1.5173027911578865,-0.3516217702778539,0.39725529433401247,0.46199541220861867,0.504218500542414,1.2324151640644978,-0.1655254389678581,0.30306256492784545,0.1887937760767213,0.8399200259156022,1.132866656266856,0.5368288174275775,0.6371095630013855
11-3111.00,1.9966094153442036,-0.04148711059887724,1.875700070203381,-0.2058867037912656,0.3738631406957077,3.460487709873494,-1.4251392864385002,-1.453868339149364,-0.36069869433926144,0.07403579344308409,-1.5303410785191356,-0.8349299603916014,-1.4211318599446918,-1.5316215342228996,0.9691587639850094,-1.7761294441950009,-1.8854539197682305,-0.9133444980070295,0.31462237138264326,0.49326269245066534,-0.8978332268690195,-0.11870546388469715,0.14829756098625207,-0.5620254405386168,0.14104472001281185,-0.5305534764162302,-1.0444193608665036,-0.3652478599922633,-0.30181455531609847,-0.9012943318582665,1.2492593081683638,-1.3299452858439964,0.32166211247466237
11-3121.00,2.495071783678344,0.8198453294828293,0.7607985778865469,0.38734794368797876,0.8343558900753947,4.0684881338675085,-0.8962538751716259,-0.048833676436927265,0.18600787833380727,-0.28745409913440134,-0.9864218406152916,-0.8871903251301687,-0.7503153591147937,-1.2672868643421633,0.0012105214202614038,-1.216448319878391,-1.0654638669611063,-0.5227666209223355,1.114856663810811,1.4208537310837175,-0.3917418368174834,-0.21856387336840752,1.3116106917713035,1.7821339142718797,0.9318651226659843,0.14553679686038187,-0.163297928853593,0.5597742436788298,1.0972390751838634,0.1103941394510733,1.9870311198898096,-0.4958409933366542,0.8074110180001882
11-3131.00,1.6602893405966483,0.8165389082022498,0.2585230288517681,0.8851043664742471,0.8727996921194761,2.2552366508935497,-0.7260913553604975,-0.020308676249092827,-0.024127585916147786,0.43033898141485905,-0.6535357691254433,0.2572391071645734,-0.46038109303549624,-0.9373951298989059,-0.43110875331541804,-0.9620320671722712,-1.067548511834732,-0.6084594877939861,1.150381162429979,1.5974229886850237,-0.46354675298519604,-0.5254953148714251,0.37002366273491355,2.8526253391973135,1.336537135022935,0.041938056116067206,-0.004233911491579008,-0.2950360110586028,0.6165178217731357,-0.5424089583620029,-0.0007984503550141353,-0.07769730501884171,1.621878681812117
11-9013.01,2.0355546882278683,0.40914850429210076,1.649733677404815,2.221339343650553,0.5987236094675449,2.3617581232826153,1.4803931869458355,2.254880621915847,1.486919196674685,-1.1302753360006808,0.3396803156886215,0.9477534301494732,0.7740089272351317,0.7504272313075969,0.5480480059019365,0.1358959751171477,1.492326156661013,2.09176061469843,0.7147441157031301,-0.1278229512451592,0.9575291754681228,-0.4996773872531541,-0.4101032604770774,0.3840821509004003,-0.7738764034722726,1.4005802236305385,-0.40775683379645894,0.612410705039575,1.265749093924643,0.30560997506720533,0.6335957115536476,-1.2867340867132089,0.024656655067620242
11-9013.02,2.0516402502835738,0.24901019498950935,2.5293053842055624,1.3372826498377672,-1.0412402628393684,1.0180649279466987,1.5007565403647871,1.928800006675242,4.664802871076113,-0.056611266078425496,0.8464938950500107,0.5136746851314877,1.322517234769478,1.0254723452411236,1.3282549029294362,0.8387352795784095,1.4353202805658656,1.7341579138611043,-0.14500647600265568,-0.41994530086869664,0.7878382929396306,0.38844972355876695,-0.14320702622432763,0.8843916214418864,-0.3615638438560438,-0.9357214608448994,-0.6753114231448768,-0.8366071538906298,-0.4771174973962431,0.754082404195842,0.8618880045307431,0.017510538508644334,-0.29218444929431503
11-9013.03,1.394585121460836,0.06292900065132628,1.0983895473409617,0.840200802211805,0.14090848606250558,1.3579993980444531,0.9270121021202774,1.5518404309548983,3.4957990582869285,0.2153608422899417,0.7317054431143586,0.5388641141202877,1.478880882589802,0.9635691229513864,0.6133276580761939,0.6706463526584678,1.1656243540501805,2.2384176304494035,0.22622358493498912,0.3011769718066459,0.7350069846092123,0.01322752951941281,0.15385706947336533,0.13427962498488588,0.10833029801963774,0.21500845632685117,0.006308748859796851,0.509507446275923,-0.21025200622849005,-0.06648228013687227,0.6168806206457266,0.27299549742435203,0.26269935772370123
11-9021.00,2.2130847401423805,0.3363100995798339,1.6903443054709681,1.027586891294387,0.5160923379128184,1.612484000973707,1.2695682312483534,1.0815808405591367,-0.21329465337073242,0.3723223349718466,1.805720257412212,1.5556230996764506,3.1767244572573383,1.0766830356818802,0.688359285127202,0.811825716417154,0.337392742430064,-0.09130002806922866,0.4508174761901828,-0.15488446673375653,0.2309746230061496,-0.2737647528811294,-0.21478682212412686,0.16907837797533862,0.4766399202081753,0.3921123876692127,-0.313867069176274,-0.06427799820335121,-0.4374188421485576,1.444938259658736,0.8979619111119501,0.5031326951985865,0.2829159472185449
11-9031.00,1.6434390976798618,1.2984753167141567,1.5426255438492604,1.5074340421221168,1.5115746303332513,1.8736059310904654,0.33967194372503756,0.34058774267561426,2.480338126912722,0.13677660164483194,-0.06121542997312085,0.014638901448113967,0.1741502781997802,-0.5535776068808732,0.11097917428876965,-0.3452595209521813,-0.2659910861585961,0.20093495451511242,1.126141217148606,1.0839516063034313,0.9828414536962533,0.865141546914845,0.8695160718316124,1.433483716142894,0.26836500064393104,1.072092089048965,1.5421253752236033,1.053354715208144,1.2462499863377758,1.0702571658656608,-0.09761465873352121,-0.6307269093308211,0.5325841218727446
11-9032.00,2.344649722570262,0.333736905212484,0.7048359962233145,0.38765629116169337,1.1873488910764967,2.877481963163639,0.16236214631061918,-0.7051557909025312,-0.05350618365299148,-0.0002734193082292034,-0.44103982455197793,0.053463468820533516,0.3980827585082079,-0.6258008809907254,0.5119194439264123,-0.6419530029623345,-0.6729697625616199,-0.14700388978648232,1.4987897512239519,1.3733970643022628,0.5884946808745788,0.2398332080656559,1.4231175465327364,2.0634790871359474,1.4217873980228255,0.7161618009864216,1.4372656814522888,1.8658709097264925,2.2110393382864744,0.8482385669408895,1.5062479156183355,0.2179943110941795,0.5640040986941021
11-9033.00,1.7426124664521137,1.0455746279495577,0.9016386754339811,0.9558289911049408,0.9491851773833988,1.8409426234927462,-0.3400087481059375,-0.6421062225859605,-0.1870023429185556,0.43652309581010684,-0.5550356019418562,-0.36844817919553124,-0.6457387478957778,-1.300216213374812,0.20076573516126972,-0.6411917250555046,-1.0308204177552427,-0.30396002672592315,0.8735713610148487,0.8322113738390255,-0.11126688034729314,-0.33075165794767114,1.3973199829828242,1.8000003740086996,1.336537135022935,0.07692261253118696,0.5244061918988769,0.412488581655667,1.5390830193594287,-0.2253917362796497,0.5040920128554053,-0.015706706825394715,1.2266822751435158
11-9039.01,1.7438485450109957,0.8938654001953072,0.8372635668389032,1.0564470603300753,1.2782201023494357,1.3764608048353044,-0.9969830246543508,-0.14759447083138005,-0.3125079171169485,1.484970274684107,-0.2168378284567787,0.6801582280517855,-0.5103626264402326,-0.8242094109745266,-0.7705711845221717,-0.925474972961705,-1.1489530941681445,-0.8550881142920725,0.2359184781036293,0.823803341651967,-0.5060216220104841,-0.7408429214127447,-0.1788298867598476,2.6643120478063604,1.1598736017303553,0.12949290434144586,0.491754454572785,-0.19294228872060945,0.3225034614088047,-1.4177669899389416,-0.4581423058688108,2.2737346705833557,2.753115156257112
11-9039.02,1.3314177688045086,0.3814386947106903,0.9969331250610588,1.7935534884718838,0.99394491432081,1.2676027104124403,-0.43290396815232424,-1.0589092393557082,0.8571868837513354,-0.24057364517502255,-0.7694721375201665,-0.7534245892505487,-0.49579335698173477,-0.7343057732093008,-0.711249795909026,-0.34718005342154,-0.36850875381475,0.9636895360850878,1.4315853597640158,1.063180754545869,-0.6192720149933991,0.9639835991142189,1.1221359987323845,1.2637259296105225,0.47341206699969873,-0.37362614657292403,0.511969586148133,-0.22948591073267469,0.4961149946998499,0.00029270440157644253,-0.16371131415725898,-0.18516264820148742,1.230051796602291
11-9041.00,1.5376017518678642,0.8781773632662435,1.0971924218944782,0.8701996893358388,0.7701722901680816,1.001264238355402,0.6760793735565634,1.2075009487361188,-0.5512697098453829,0.6707853919713848,1.9706057696483656,2.2630348223275143,1.3886235586160878,1.1288404360018254,1.2868593403782582,1.4880683217627646,0.5782856090198593,-0.03727778655538302,-0.5011914236336279,-0.20240992448149298,0.8141269178460201,-0.15857306414242364,-0.5761652982311241,-0.5370840875380568,0.4781399554356273,0.22431348561259024,1.112585549248601,0.2829367078473127,0.1356906943905669,0.6594634534707291,0.7649784458229579,0.7379364597160223,0.14407923787756696
11-9041.01,0.3030437856495083,0.09313408513133409,0.2931563507520351,0.04029467797316412,-0.6053279985607193,-0.016194522328941755,0.2525723214338823,1.2733056646561032,0.3903336760091318,0.5482934324028677,1.599038596725512,0.37416634605921567,0.9995249042932935,0.8566544983644947,0.9693149137660692,1.2106035023088348,2.2593904101752327,0.9117810351649545,-0.8759232285844613,-0.9345821059400294,0.2638518932311826,-0.5363223954256711,-0.6202857236440505,-0.5374061756280514,0.5103193317826249,-1.0830778830252967,-0.6381635084177236,-0.9312412762989544,-0.9855321157415472,0.184018098190412,-0.28040326277314515,-0.43156281252621453,-0.011965216053562653
11-9051.00,1.781028380656725,0.7162889774824357,1.3507381201634632,1.4559299963760897,1.2576111005529806,1.9047036890951765,0.35501168892426505,1.4901703717691954,3.52105026067989,-0.3896688418581696,-0.6828975226278998,-0.5450012911457209,0.05413751860605541,-0.1671251476192524,0.39596853227445783,-0.6569386927681777,0.12135374347778961,-0.08872164342520751,0.5172412830848,0.012560178487889926,-0.13371313973670054,-0.05350883738378354,0.7133604487608449,0.9730952280836178,0.11309576657407443,1.2548337587237688,0.0310685579260993,0.29704152842821896,0.3024119333163304,0.8447020291472729,0.10701335752304798,0.030387152798713502,0.2710060087533149
11-9061.00,1.5351823201557417,1.3161724353142834,1.2282322562793928,0.8313443399466336,1.66177351057454,1.454647375575048,0.34468993871431713,-0.4005969641071803,-1.0935634065040676,0.5869394980635227,-0.8140258218534727,-0.6433698769255077,-0.11641566090209601,-0.6413973176112334,-0.43997791725837243,-0.84620427355349,1.0202346851702009,0.7723959200646386,1.346434398771364,1.174174070846624,0.21991651444257124,0.7837952149660611,1.147982543541135,0.5563252790277289,0.4786981185603978,-0.29350862161437424,-0.21754915970403352,0.8547200511653509,2.4104800273008835,0.162898702021468,0.8618001873646974,-0.2515485460116451,0.39443027478264675
11-9071.00,1.952190458731026,0.9542455405564935,1.6361367731211294,1.3165028786164827,1.481029863199594,1.3885978306865292,-0.5868796916445632,0.30248123519142156,0.8345656150908602,0.7570042344338823,-0.3581071658045343,-0.12534631837450463,-0.20290460875813954,-0.10761242870599914,0.868889363365603,-0.6923521229437054,-0.7567362858079484,-0.6222556113802866,0.8008065524669944,0.4912589424334193,-0.29326187240910867,-0.41167050033053887,0.1996703653878649,0.4148937477454076,-0.04541530642688379,0.7840029925125291,-0.03193732948209788,0.08900636423435378,0.05693387246115245,0.6609715063531854,0.977579664198397,0.3822760323022572,0.25370818899278913
11-9081.00,2.4813023831057985,2.0115023118158186,2.2303972149537823,2.584830150198367,1.2790350276893983,3.2667042967678235,0.5195624451344465,0.020809489180010396,1.9739849278148027,1.3326144811619847,-0.005256740923315778,-0.36210283903465545,-0.8094340122657838,-0.22864025151935755,1.2366953534607847,-0.7719828652415687,0.03345774753400638,-0.4024444312411887,1.0885108196835467,1.1172560969431626,0.5536178270122116,-0.014257440421757916,0.6680508308589295,1.0598171538010273,1.2786170801348895,1.1772551796753061,0.4112406590004629,-0.306030573551457,1.0799429882087956,1.4664048907182692,0.5042137806516045,1.36981074411652,1.6818955921664078
11-9111.00,2.09781969461094,1.7263261147049722,1.4638930158902799,-0.3148899250358284,0.6740598507175404,2.218900808106432,-1.333859335919864,0.6538876917371247,-0.43713780905521976,0.9024829244431484,-0.7172154615918317,-0.4429197074826931,-0.5245075708143575,-0.9030578672570754,0.1440137560619494,-0.8984463287156678,-0.6347773993058199,0.7353265614303769,0.24364740689749306,0.2174263983249553,-1.1003431863730961,1.383047960460984,0.2648445044008469,0.5898029926933187,1.0031346296919657,-0.2828054499713042,-0.3349833608797945,-0.4572323400195824,-0.06794398394746715,0.61095897911458,1.4327565118886034,-0.24196669157892156,0.2183615602753452
11-9121.00,1.4364709183314297,0.47325265834482,0.22842105911910815,0.1968135957210644,0.407660014324237,1.0677585464181163,0.07624406277057567,0.1127514141344934,-0.028269102786042114,0.2009658212231424,0.49801414224467183,0.1890348138901145,0.16267589882017944,-0.127538468234279,0.7315317140088947,0.3957234129101359,1.4008716618141936,1.6534338009514513,0.2373884104981281,0.12929631661014912,1.423220795177465,-0.23507039318087336,-0.4759977372735691,-0.23360858586682673,0.5840645004248987,-1.0605407882961047,-0.42314539565068643,0.939111732492214,-0.46869715007584817,-0.04766982037011524,1.1679064558441226,-0.26576523627249427,0.6247499437682248
11-9121.01,1.3731140118425476,0.5113822293208623,-0.17285922498607884,-0.9653383178320155,-0.6374537289498836,0.29079293168928827,-0.789908940385606,-0.892348538969574,-1.0935634065040676,-0.5113059739447514,-1.033402432298513,-1.1738430547651841,-1.181143605447426,-1.2598475268417104,-0.037699629514223114,-0.8423774463237012,0.07792540207477061,1.1407868275970041,0.02502220875869604,-0.040322201002937465,-0.6583177175258761,2.022955746094884,0.587562546214478,-0.5060471079855808,0.5441886927706662,0.604472844200057,-0.7901696693637811,-0.961458856762346,-0.25521796081067916,-0.6039192278303332,0.5170140055872555,-0.5292489668523391,-0.6078939548897448
11-9121.02,0.2603869398033324,-0.9017790445982291,1.1149708771290452,0.9303996863594164,-0.25301390806751684,0.4012593371565315,0.08902363081558645,-0.43879478826708523,0.2674401920885782,0.9358831228606908,2.387920811558717,2.000927451681158,1.6857949408750725,-0.07703686456825047,1.7107132996825942,2.2243509130089367,1.5925172731809611,1.4688256232434187,-0.784249675831027,-0.08315850201188896,2.295372835175881,-0.5329492399418914,-0.5445931835504518,0.14200091686033875,0.05496937767195778,-0.07477003524890156,-0.2836731531776432,0.9439773101679856,-0.3584717250409138,0.49166839100048954,1.1458899464920642,0.403070597994283,0.38787969623703517
11-9131.00,2.138580599324443,1.372160056552272,1.1875693624181558,0.7790438059727567,0.7513265200516244,1.8371042502184567,1.9019402992734797,1.9835418198151793,-0.3560529398529983,0.8120939658457376,-0.06056223611898838,-0.31648136942140165,-0.12519939061254354,0.21481991684168314,0.7025669824249225,-0.6852177924171348,-0.8247957329391553,-0.5800289233072027,0.7931082588380444,-0.0016131690950668223,0.5443022182940174,-0.20326192653638114,0.38684072259764263,1.085360132318208,0.515002041050272,-0.38222087674896355,-0.38066855418098944,0.029681228626603086,0.08170412809824067,1.9945343458771063,0.923032411447215,0.44957375621679513,0.6875498476726228
