SOC,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
11-1011.00,1.7925480856836709,1.2861863177484933,1.605209966329274,1.3604281987124751,2.0606262679075726,1.9557169465077462,1.5396674440635743,1.7162944969311247,1.589027447562419,1.019536794455751,1.4626355454583666,1.3328768627895355,1.5510550861510013,1.6106295950444574,1.7161308304958782,1.1623195893128697,0.5818375062881617,-0.5416860784572846,0.981857234863099,0.04583485363024686,1.053631416899719,-2.092268455550219,-1.998532165098756,-0.6779941118591751,-0.6510318850651715,-0.4886350810249247,-1.3210724975544406,-1.2173452990125353,-1.3219097847183494,-2.0252858187498215,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-1.464988317543995,-2.646297974550532,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,1.5294568308185368,0.32936378790916404,-1.262623253621764,-0.8569750135233574,-0.8685939766893247,-0.41395936797284316,-0.9152374075764372,-0.9354353543698006,-0.38323305119840095,-0.9308184839427864,2.355744152797115,2.0871133958928563
11-1011.03,0.7831995451885013,0.8886444877297428,0.8592299714454423,1.0160199204071907,1.496891967096188,1.5286572618182448,0.8763277687073122,1.2549987745293942,1.1735337237071115,0.4720713381708007,0.8215084076341946,0.5834778481306843,0.5761062222506739,-0.11807750693764202,-0.025142603433409575,0.19750715101891925,-1.0008792929069803,-0.3316665322261562,0.12424897605566379,-0.7245042671877768,-0.14937919938651387,-2.092268455550219,-1.998532165098756,-0.6779941118591751,-0.6019124334168897,-0.49850973672438825,-0.8295618042164327,-0.6091931183589859,-0.6351752787358373,-1.3031581462086896,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-1.464988317543995,-1.825851714511799,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,-0.6161702586016836,-0.6051069109731353,-1.129917080909496,-0.8569750135233574,-0.8685939766893247,-0.05816601348340305,-0.9152374075764372,-0.658763791017256,-1.0121594803338856,-0.3042636596368772,1.3207978981475474,1.0478036451333272
11-1021.00,0.5204263081302442,0.6909627210337669,0.47365090148999967,0.9587348616516161,0.3142975492128586,0.49757996513921926,0.7904986638401095,0.4479804405247772,-0.430716614331585,0.4720713381708007,-0.41605917774950957,0.5273089099295052,0.2539927492864286,-0.5275422542351619,-0.6118079446920381,-0.7866116937229922,-0.7353734236263094,0.07597120826117311,-0.23531940536382837,-0.2571201273964366,0.8271435748130593,-0.483085892618406,-0.943456894540106,-1.456724578040763,-0.5560908952390073,-0.20505355701348688,-0.2805127566992274,0.1326065881644036,0.30298128690188175,-0.5904853447348745,0.1127602677881747,0.1693905848174205,0.6129511292479914,-0.16886973810647565,-0.08617604781669513,0.3388604007120832,-0.5356144950050884,-0.6470288102041296,0.25013560137378454,-0.12597468746928536,-1.1698334009229143,-0.2826612245916927,-0.7498980932794708,0.3471155017581494,0.5575475824149344,-0.05816601348340305,0.02801741823699774,-0.33184437409740564,-0.46071703901686123,0.38524867032486726,0.7882531300116192,0.7581507457022817
11-2011.00,0.7018728258388405,0.6909627210337669,1.277879281817246,0.8435257670275735,1.6492056864144218,1.6123077287107699,0.32480044780017325,1.0904638058709883,0.3336114422655179,0.119274274171215,1.039986179327211,0.6404163194667606,0.6566676337986216,0.19623070347528002,0.4532007855033859,0.473472889313076,0.0961921952205581,-1.1029467491440859,0.71930389405982,-0.7245042671877768,-0.19463917311945586,-1.221042189589267,-1.2028930850702237,-1.7193292594143441,-1.5037920925334138,-1.6095320801274002,-1.3210724975544406,-1.2173452990125353,-1.3219097847183494,-0.23418233898866472,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-1.464988317543995,-1.0500671662573215,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,0.8532586266710821,0.12700984766780404,0.5815931152701104,-0.8569750135233574,-0.8685939766893247,-0.6658650601470885,-0.9152374075764372,-1.1106559238053173,-1.4390468133407992,-0.9308184839427864,1.447881914124101,1.239718961027639
11-2021.00,0.7018728258388405,0.7546923875311833,0.551240674221365,0.8991353209655651,1.7174064204784645,1.5286572618182448,0.24371101891775734,1.018525117203572,0.645397797362238,-0.08980914009697206,0.5804396185954457,0.9716900896604657,1.1105916316379822,0.8829086937075746,0.8455404183042108,0.19750715101891925,-0.008053939610583325,-1.1029467491440859,0.3563902049684216,-0.5579200975306478,0.33105154130944797,-1.6211891802697562,-1.998532165098756,-1.5314528103225924,-1.968501831575905,-1.6095320801274002,-1.3210724975544406,-1.2173452990125353,-1.3219097847183494,-0.3240207371987411,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-0.708966520602712,-0.9657752939643254,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,-0.08748077445047418,0.2274984541232308,0.659100004496426,-0.8569750135233574,-0.8685939766893247,-0.8250351695786389,-0.9152374075764372,-0.7900320894500278,-1.0121594803338856,-0.9308184839427864,0.9070065211887872,0.8860931654000818
11-2022.00,0.7831995451885013,0.6909627210337669,0.551240674221365,0.8435257670275735,1.4468852490276847,1.4658679409316246,0.4328310569910385,1.018525117203572,0.7161756730459378,0.0416219186758899,0.5804396185954457,1.0254481725163285,1.169150829959342,1.5143798302933937,0.8455404183042108,-0.37742147042724017,-0.8099918617094966,-0.005602173367675105,-0.6661821128787161,-1.5422319095594703,-0.14937919938651387,-1.221042189589267,-1.008323051148589,-1.5314528103225924,-0.8137723761885481,-0.7095424215643416,-0.4120598355522606,-0.741178240423163,-0.8872727197766256,-0.6134233351174191,-0.5078432006065682,-1.38402019396272,-1.0157991309097791,-1.464988317543995,-0.6938632808369926,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,-0.6512868113245714,-0.5026630105541818,-1.262623253621764,-0.02545042809919034,-0.09698087995106561,-0.75317587223441,-0.20144192134566904,-0.9354353543698006,-0.6888182883413012,-0.13059369764728024,1.447881914124101,1.2371990965439712
11-2031.00,0.7831995451885013,0.7546923875311833,1.277879281817246,1.3604281987124751,1.9372644454641885,1.5286572618182448,0.7047048909390431,0.8580240586141537,0.7246355712195853,0.6891115665127459,0.37472603983907876,0.35135158598162114,0.5952564441527356,0.6918696791618947,0.6568725662226172,-0.37742147042724017,-1.0008792929069803,-1.1029467491440859,0.06757088280987224,-0.5579200975306478,0.7017137448346618,-2.092268455550219,-1.998532165098756,-1.2113670444711173,-1.968501831575905,-1.6095320801274002,-1.3210724975544406,-1.2173452990125353,-1.3219097847183494,-0.5084696134449788,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-1.464988317543995,-0.8251041807926783,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,0.16686099828821435,-0.2826612245916927,-0.6031874689549772,-0.8569750135233574,-0.8685939766893247,-0.7384806152622512,-0.9152374075764372,-0.9354353543698006,-1.2528035930028842,-0.9308184839427864,1.1288974857179304,1.4101930515146073
11-3011.00,0.4341004793933629,0.6909627210337669,0.47365090148999967,0.8435257670275735,0.3801313773477582,0.36107817088811056,-0.020642451228803958,0.3587937477221491,0.035896432240428384,-0.6598251998140361,-0.09193152076508407,0.0026785585008136537,0.32438163075608184,0.5879216840835557,-0.45037496383301434,-0.4863486758322008,-0.42183272025614765,-0.005602173367675105,0.06757088280987224,0.19725881293345943,1.2771185364368025,-0.2509786854490288,-0.34634015081573893,-0.3888685700074696,-0.2973777777437759,-0.49850973672438825,-0.2886631147202102,-0.034146235073765255,-0.29592073508442535,-0.8843108986165672,-1.0717810450904801,-0.26390253516410905,0.6129511292479914,-0.23369298705570188,-0.7572043089727856,-0.42647879120178156,-0.36837039090130447,-0.6470288102041296,-0.24645637076558968,-0.12597468746928536,0.03849796508798454,-0.3884664313785058,-0.8909603165404906,0.510568473737054,0.40041776827426057,-0.17183958847206202,0.25868623285666675,-0.11732962561960948,-0.1362229874268416,0.4714609833942281,0.6939246849783184,0.4337685003464061
11-3021.00,0.7831995451885013,0.8886444877297428,0.714325052070991,0.771727217783919,1.0220263023824219,0.8457249653706707,0.8771679438723542,0.9398636629525478,1.0242157202603361,1.2598390556935555,0.14056442816706596,0.5856967443894192,0.9158219717927425,0.5879216840835557,0.6568725662226172,0.19750715101891925,-0.11070734556773028,-0.5416860784572846,0.3563902049684216,-0.5579200975306478,-0.42298579692696525,-0.1764548856450862,-0.155910856082034,-0.7978882117574089,-0.22131503376314915,-0.886384884362101,-0.6456421779645534,-0.5630000875645669,-0.7246347800068741,0.3738486109495657,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-0.3893527705083971,-0.8251041807926783,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,0.4630468234161343,-0.2826612245916927,-0.22161608700182264,-0.8569750135233574,-0.8685939766893247,-0.598849735171882,-0.20144192134566904,-0.9354353543698006,-0.7766798338791223,-0.9308184839427864,0.18943800208909142,0.24854587920890825
11-3031.01,0.5204263081302442,1.02066897477102,1.010653800280639,1.0154851738838018,0.8016316871429698,0.8457249653706707,1.2993371316669777,1.3271193775890098,1.3989136130689528,1.3905586850026705,1.2649222198962857,1.9712240801345444,2.24133260202371,0.9048678919974474,1.141491008114619,0.19750715101891925,0.7794646017715188,-1.1029467491440859,-0.5990744551299363,-1.5422319095594703,-0.9803187562146977,-2.092268455550219,-1.527112226226108,-0.7978882117574089,-1.968501831575905,-1.6095320801274002,-1.3210724975544406,-1.2173452990125353,-1.3219097847183494,-0.8843108986165672,-1.0717810450904801,-1.38402019396272,-1.0157991309097791,-0.708966520602712,-1.129900037036259,-1.3300331196920736,-1.3314536130694703,-0.6470288102041296,-1.3063422828831044,-1.2409024177199497,1.4088323950162491,-1.1139085762025627,-1.5235363867336806,-0.8569750135233574,-0.8685939766893247,-0.9967185998496376,-0.9152374075764372,-1.211168424137176,-1.54588228252303,-0.9308184839427864,0.8016970167273018,0.6103681466806777
