SOC,0,1,2,3,4,5
11-1011.00,1.5894507972345444,2.0036029143144973,2.579971925860447,0.4857832789691596,1.0072583346602149,2.211394004235132
11-1011.03,1.8357967760484952,2.0036029143144973,1.8079690085945312,0.4857832789691596,-1.1277062874148631,1.9330832201332746
11-1021.00,0.8649038007229247,1.7086077475230992,1.553208045896779,1.6513572282972317,0.302720009375439,1.3680279918052607
11-1031.00,0.8649038007229247,0.21575341860905303,1.0359660913286153,1.0729521105855568,-0.4124931390197121,0.5246619793753895
11-2011.00,0.8649038007229247,1.1096781664617752,1.2907270540263676,0.4857832789691596,-0.4124931390197121,0.8029727634772471
11-2011.01,0.8649038007229247,0.6627157925354141,1.0359660913286153,0.4857832789691596,-0.4124931390197121,0.8029727634772471
11-2021.00,1.35035028838571,1.8605749546580619,1.2907270540263676,1.0729521105855568,0.6549891720178269,1.0897172077034032
11-2022.00,0.8649038007229247,1.261645373596738,0.781205128630863,-0.390588111503075,1.0072583346602149,1.0897172077034032
11-2031.00,0.8649038007229247,1.8605749546580619,1.0359660913286153,1.3621546694413942,0.302720009375439,1.3680279918052607
11-3011.00,0.3867027830252555,0.5196878328789785,0.781205128630863,1.6513572282972317,-0.4124931390197121,1.0897172077034032
11-3021.00,0.8649038007229247,2.1555701214494603,1.2907270540263676,-0.10138555264723749,1.370202320412978,0.5246619793753895
11-3031.01,1.1112497795368754,1.5566405403881363,1.0359660913286153,-0.390588111503075,1.0072583346602149,1.0897172077034032
11-3031.02,0.8649038007229247,1.7086077475230992,1.553208045896779,0.4857832789691596,0.6549891720178269,1.3680279918052607
11-3051.00,0.6258032918740901,1.4136125807317006,1.0359660913286153,0.7749858378249971,0.6549891720178269,1.3680279918052607
11-3051.01,0.6258032918740901,0.36772062574401576,0.781205128630863,-0.390588111503075,1.0072583346602149,0.5246619793753895
11-3051.02,1.35035028838571,1.7086077475230992,1.8079690085945312,0.19658072011332214,-0.4124931390197121,1.0897172077034032
11-3051.03,1.1112497795368754,1.7086077475230992,1.553208045896779,-0.10138555264723749,-0.060223976377324115,0.8029727634772471
11-3051.04,1.1112497795368754,1.7086077475230992,1.553208045896779,-0.10138555264723749,-0.4124931390197121,0.8029727634772471
11-3051.05,0.3867027830252555,0.36772062574401576,0.009202211364947116,-1.2669595019753097,0.302720009375439,-0.5970148171563394
11-3051.06,1.35035028838571,1.7086077475230992,1.553208045896779,0.19658072011332214,-0.4124931390197121,1.0897172077034032
11-3061.00,-0.09874370463752968,1.1096781664617752,0.5187241367604517,-0.390588111503075,0.6549891720178269,0.24635119527353186
